Object,Time Step,Instance ID,Available,Server,Being Provisioned,Last Migration
Service_6,3,6,True,,True,"{'status': 'pulling_layers', 'origin': 'None', 'target': 'EdgeServer_2', 'start': 2, 'end': None, 'waiting': 0, 'pulling': 2, 'migr_state': 0}"
Service_1,4,1,True,3.0,False,"{'status': 'finished', 'origin': 'EdgeServer_5', 'target': 'EdgeServer_3', 'start': 4, 'end': 4, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_2,4,2,True,3.0,False,"{'status': 'finished', 'origin': 'EdgeServer_5', 'target': 'EdgeServer_3', 'start': 2, 'end': 2, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_3,4,3,True,,True,"{'status': 'pulling_layers', 'origin': 'None', 'target': 'EdgeServer_1', 'start': 2, 'end': None, 'waiting': 0, 'pulling': 3, 'migr_state': 0}"
Service_4,4,4,True,5.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_5', 'start': 1, 'end': 1, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_5,4,5,True,5.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_5', 'start': 2, 'end': 2, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_6,4,6,True,,True,"{'status': 'pulling_layers', 'origin': 'None', 'target': 'EdgeServer_2', 'start': 2, 'end': None, 'waiting': 0, 'pulling': 3, 'migr_state': 0}"
Service_1,5,1,True,5.0,False,"{'status': 'finished', 'origin': 'EdgeServer_3', 'target': 'EdgeServer_5', 'start': 5, 'end': 5, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_2,5,2,True,3.0,False,"{'status': 'finished', 'origin': 'EdgeServer_5', 'target': 'EdgeServer_3', 'start': 2, 'end': 2, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_3,5,3,True,,True,"{'status': 'pulling_layers', 'origin': 'None', 'target': 'EdgeServer_1', 'start': 2, 'end': None, 'waiting': 0, 'pulling': 4, 'migr_state': 0}"
Service_4,5,4,True,5.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_5', 'start': 1, 'end': 1, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_5,5,5,True,5.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_5', 'start': 2, 'end': 2, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_6,5,6,True,,True,"{'status': 'pulling_layers', 'origin': 'None', 'target': 'EdgeServer_2', 'start': 2, 'end': None, 'waiting': 0, 'pulling': 4, 'migr_state': 0}"
Service_1,6,1,True,3.0,False,"{'status': 'finished', 'origin': 'EdgeServer_5', 'target': 'EdgeServer_3', 'start': 6, 'end': 6, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_2,6,2,True,3.0,False,"{'status': 'finished', 'origin': 'EdgeServer_5', 'target': 'EdgeServer_3', 'start': 2, 'end': 2, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_3,6,3,True,,True,"{'status': 'pulling_layers', 'origin': 'None', 'target': 'EdgeServer_1', 'start': 2, 'end': None, 'waiting': 0, 'pulling': 5, 'migr_state': 0}"
Service_4,6,4,True,5.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_5', 'start': 1, 'end': 1, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_5,6,5,True,5.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_5', 'start': 2, 'end': 2, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_6,6,6,True,2.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_2', 'start': 2, 'end': 6, 'waiting': 0, 'pulling': 4, 'migr_state': 0}"
Service_1,7,1,True,5.0,False,"{'status': 'finished', 'origin': 'EdgeServer_3', 'target': 'EdgeServer_5', 'start': 7, 'end': 7, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_2,7,2,True,3.0,False,"{'status': 'finished', 'origin': 'EdgeServer_5', 'target': 'EdgeServer_3', 'start': 2, 'end': 2, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_3,7,3,True,1.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_1', 'start': 2, 'end': 7, 'waiting': 0, 'pulling': 5, 'migr_state': 0}"
Service_4,7,4,True,5.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_5', 'start': 1, 'end': 1, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_5,7,5,True,5.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_5', 'start': 2, 'end': 2, 'waiting': 0, 'pulling': 0, 'migr_state': 0}"
Service_6,7,6,True,2.0,False,"{'status': 'finished', 'origin': 'None', 'target': 'EdgeServer_2', 'start': 2, 'end': 6, 'waiting': 0, 'pulling': 4, 'migr_state': 0}"
